scn_name,line_id,bus0,bus1,type,carrier,x,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,build_year,lifetime,capital_cost,length,cables,terrain_factor,num_parallel,v_ang_min,v_ang_max,v_nom,geom,topo,Projekt,Projekt_id,Maßnahme,Startpunkt,subst_name0,Endpunkt,subst_name1,Coordinate0,Coordinate1,Length type,Length,Trassenlänge in km,Trassenlänge in km.1,Spannung,NOVA-Typ,Art,s_nom.1,cables.1,Bundesländer,NOVA-Kategorie,TYNDP,PCI,EnLAG / BBP,anvisierte Inbetriebnahme,Umsetzungsstand,ÜNB,M-Nr.,Szenario,Anmerkung
P113,29446,,,,AC,,,,,5400,,,,,2030,40,,54,6,,2,,,,,,BBPIG,58,Krümmel – Lüneburg – Stadorf,Krümmel,,Lüneburg,,,,Bestand,,,54,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,"SH, NI",NV,,,,"2028,
2030",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M202a,x,Each 4000 A
P113,29447,,,,AC,,,,,5400,,,,,2031,40,,,6,,2,,,,,,BBPIG,58,,Lüneburg,,Stadorf,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,"SH, NI",NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M202a,x,Each 4000 A
P113,29448,,,,AC,,,,,5400,,,,,2031,40,,86,6,,2,,,,,,BBPIG,58,Stadorf – Wahle,Stadorf,,Wahle,,,,Bestand,,,86,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M203,x,Each 4000 A
P116,29449,,,,AC,,,,,5400,,,,,2031,40,,118,6,,2,,,,,,BBPIG,57,Dollern – Samtgemeinde Sottrum – Mehringen – Punkt Landesbergen (Steyerberg),Dollern,,Samtgemeinde Sottrum,,,,Bestand,,,118,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2030,
2031",,TTG,M206,x,Each 4000A
P116,29450,,,,AC,,,,,5400,,,,,2033,40,,,6,,2,,,,,,BBPIG,57,,Samtgemeinde Sottrum,,Mehringen,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2032,
2033",,TTG,M206,x,Each 4000A
P116,29451,,,,AC,,,,,5400,,,,,2033,40,,,6,,2,,,,,,BBPIG,57,,Mehringen,,Punkt Landesbergen,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2032,
2033",,TTG,M206,x,Each 4000A
P116,29452,,,,AC,,,,,2700,,,,,2033,40,,20,6,,2,,,,,,BBPIG,57,Punkt Landesbergen (Steyerberg) – Ovenstädt,Punkt Landesbergen (Steyerberg),,Ovenstädt,,,,Bestand,,,20,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,2700,6,"NI, NW",NV,,,,"2032,
2033",,TTG,M494,x,Both 4000A
P119,29453,,,,AC,,,,,5400,,,,,2033,40,,26,6,,2,,,,,,BBPIG,56,Conneforde – Suchraum Rastede – Elsfleth /West mit Anschluss Huntorf,Conneforde,,Suchraum Rastede,,,,Bestand,,,26,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2032,
2033",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M90,x,each 4000A
P119,29454,,,,AC,,,,,5400,,,,,2031,40,,,6,,2,,,,,,BBPIG,56,,Suchraum Rastede,,Elsfleth West,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M90,x,each 4000A
P119,29455,,,,AC,,,,,5400,,,,,2031,40,,,6,,2,,,,,,BBPIG,56,,Elsfleth West,, Huntorf,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M90,x,each 4000A
P119,29456,,,,AC,,,,,5400,,,,,2031,40,,86,6,,2,,,,,,BBPIG,56,Elsfleth / West – Abzweig Blockland – Samtgemeinde Sottrum,Elsfleth West,,Abzweig Blockland,,,,Bestand,,,86,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M535,x,each 4000A
P119,29457,,,,AC,,,,,5400,,,,,2031,40,,,6,,2,,,,,,BBPIG,56,,Abzweig Blockland,,Samtgemeinde Sottrum,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M535,x,each 4000A
P124,29458,,,,AC,,,,,,,,,,2031,40,,117,,,,,,,,,BBPIG,60,Wolmirstedt – Klostermansfeld,Wolmirstedt,,Klostermansfeld,,,,Bestand,,,117,380,Umbeseilung,Leitung,,,ST,NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M209a,x,
P124,29459,,,,AC,,,,,,,,,,2029,40,,39,,,,,,,,,BBPIG,60,Klostermansfeld – Schraplau/Obhausen – Lauchstädt,Klostermansfeld,,Schraplau/Obhausen,,,,Bestand,,,39,380,Umbeseilung,Leitung,,,ST,NV,,,,"2028,
2029",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M209b,x,
P124,29460,,,,AC,,,,,,,,,,2028,40,,,,,,,,,,,BBPIG,60,,Schraplau/Obhausen,,Lauchstädt,,,,Bestand,,,*,380,Umbeseilung,Leitung,,,ST,NV,,,,"2027,
2028",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M209b,x,
P133,29461,,,,AC,,,,,5400,,,,,2028,40,,73,,,,,,,,,BBPIG,65,Borken – Gießen / Nord,Borken,,Gießen Nord,,,,Bestand,,,73,380,Umbeseilung,Leitung,5400,,HE,NV,,,,"2027,
2028",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M253,x,each 4000A
P135,29462,,,,AC,,,,,5400,,,,,2031,40,,60,,,,,,,,,BBPIG,57,Ovenstädt – Eickum – Bechterdissen,Ovenstädt,,Eickum,,,,Bestand,,,60,380,Umbeseilung,Leitung,5400,,NW,NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M255,x,"Each 4000A, HTL Umbeseilung"
P135,29463,,,,AC,,,,,5400,,,,,2031,40,,,,,,,,,,,BBPIG,57,,Eickum,, Bechterdissen,,,,Bestand,,,*,380,Umbeseilung,Leitung,5400,,NW,NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M255,x,"Each 4000A, HTL Umbeseiolung"
P150,29464,,,,AC,,,,,,,,,,2031,40,,71,,,,,,,,,BBPIG,44,Schraplau / Obhausen – Wolkramshausen,Schraplau Obhausen,,Wolkramshausen,,,,Bestand,,,71,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,"ST, TH",NV,,,,"2030,
2031",2: Im ROV/BFP,50HzT,M352a,x,
P150,29465,,,,AC,,,,,,,,,,2029,40,,66,,,,,,,,,BBPIG,44,Wolkramshausen – Vieselbach,Wolkramshausen,,Vieselbach,,,,Bestand,,,66,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,TH,NV,,,,"2028,
2029",2: Im ROV/BFP,50HzT,M463,x,
P159,29466,,,,AC,,,,,,,,,,2029,40,,13,,,,,,,,,BBPIG,67,Bürstadt – BASF,Bürstadt,,Punkt Roxheim,,,,Bestand,,,13,380,Errichtung einer Leitung: Parallelneubau,Leitung,,,"HE, RP",NVA,,,,"2028,
2029",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,AMP,M62,x,"BASF build in future, Connection to BASF direct"
P159,29467,,,,AC,,,,,,,,,,2029,40,,5,,,,,,,,,BBPIG,67,Bürstadt – BASF,Punkt Roxheim,,BASF,,,,Ausbau,,5,,380,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,,,"HE, RP",NVA,,,,2029,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,AMP,M62,x,BASF build in future
P161,29468,,,,AC,,,,,,,,,,2029,40,,24,,,,,,,,,BBPIG,66,Großkrotzenburg– Urberach,Großkrotzenburg,,Dettingen,,,,Bestand,,,24,380,Umbeseilung,Leitung,,,HE,NV,,,,2029,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,"AMP, TTG",M91,x,
P161,29469,,,,AC,,,,,,,,,,2028,40,,,,,,,,,,,BBPIG,66,,Dettingen,,Urberach,,,,Bestand,,,*,380,Umbeseilung,Leitung,,,HE,NV,,,,"2027,
2028",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,"AMP, TTG",M91,x,
P170,29470,,,,AC,,,,,,,,,,2028,40,,34,,,,,,,,,TYNDP,244,Uchtelfangen – Ensdorf – Bundesgrenze (FR),Uchtelfangen,,Ensdorf,,,,Bestand,,,34,380,Umbeseilung,Leitung,,,SL,NV,,,,"2027,
2028",1: Vorbereitung Planungs- und Genehmigungsverfahren,AMP,M380,,between Germany and France
P170,29471,,43767,,AC,,,,,,,,,,2030,40,,,,,,,,,,,TYNDP,244,,Ensdorf,,Punkt Oranna (Bundesgrenze (FR)),,,3.1555151587908 46.808684469407666,Bestand,,,*,380,Umbeseilung,Leitung,,,SL,NV,,,,2030,1: Vorbereitung Planungs- und Genehmigungsverfahren,AMP,M380,,between Germany and France
P175,29472,,,,AC,,,,,5400,,,,,2030,40,,15,6,,2,,,,,,BBPIG,73,Wilhelmshaven 2 – Fedderwarden,Wilhelmshaven 2,,Fedderwarden,,,,Ausbau,,15,,380,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,5400,6,NI,,,,,2030,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M385,x,each 4000A
P175,29473,,,,AC,,,,,5400,,,,,2029,40,,36,6,,2,,,,,,BBPIG,73,"Wilhelmshaven 2
– Conneforde",Wilhelmshaven 2,,Conneforde,,,,Bestand,,,36,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,2029,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M466,x,each 4000A
P176,29474,,43767,,AC,,,,,,,,,,2029,40,,18,,,,,,,,,BBPIG,72,Eichstetten – Bundesgrenze [FR],Eichstetten,,Bundesgrenze [FR],,,3.1555151587908 46.808684469407666,Bestand,,,18,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,BW,NV,x,,,2029,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TNG,M387,x,
P200,29475,,,,AC,,,,,,,,,,2026,40,,16,6,,2,,,,,,BBPIG,74,Punkt Blatzheim– Oberzier,Oberzier,,Punkt Blatzheim,,,,Bestand,,,16,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,NW,NV,,,,2026,3: Vor oder im PFV/ Genehmigung nach BImSchG,AMP,M425,x,two additional circuits?
P204,29476,,43763,,AC,,,,,,,,,,2027,40,,4,,,,,,,,,TYNDP,231,Tiengen – Bundesgrenze (CH),Tiengen,,Bundesgrenze (CH),,,8.207947631625533 46.82343065666129,Bestand,,,4,380,Errichtung einer Leitung: Ersatzneubau,Leitung,,,BW,NV,,,,"2025,
2027",,AMP,M430,,Germany and Swizerland
P206,29477,,,,AC,,,,,,,,,,2030,40,,140,6,,2,,,,,,BBPIG,23,Herbertingen – Kreis Konstanz – Beuren – Gurtweil / Tiengen,Herbertingen,,Kreis Konstanz,,,,Bestand,,,140,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,BW,NV,,,,2030,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,"AMP, TNG",M417,x,
P206,29478,,,,AC,,,,,,,,,,2032,40,,,6,,2,,,,,,BBPIG,23,,Kreis Konstanz,,Beuren,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,BW,NV,,,,"2030,
2032",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,"AMP, TNG",M417,x,
P206,29479,,,,AC,,,,,,,,,,2032,40,,,6,,2,,,,,,BBPIG,23,,Beuren,,Gurtweil Tiengen,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,BW,NV,,,,"2030,
2032",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,"AMP, TNG",M417,x,
P211,29480,,,,AC,,,,,5400,,,,,2032,40,,51,,,,,,,,,BBPIG,65,Gießen / Nord – Karben,Gießen Nord,,Karben,,,,Bestand,,,51,380,Umbeseilung,Leitung,5400,,HE,NV,,,,"2030,
2032",,TTG,M434,x,each 4000A
P212,29481,,,,AC,,,,,5400,,,,,2031,40,,73,,,,,,,,,,,Landesbergen – Grohnde,Landesbergen,,Grohnde,,,,Bestand,,,73,380,Umbeseilung,Leitung,5400,,NI,NV,,,,"2030,
2031",,TTG,M797,,Each 4000A
P212,29482,,,,AC,,,,,5400,,,,,2040,40,,57,,,,,,,,,,,Grohnde – Vörden – Würgassen,Grohnde,,Vörden,,,,Bestand,,,57,380,Umbeseilung,Leitung,5400,,"NI, NW",NV,,,,2040,,TTG,M435,,Each 4000A
P212,29483,,,,AC,,,,,5400,,,,,2040,40,,,,,,,,,,,,,,Vörden,,Würgassen,,,,Bestand,,,*,380,Umbeseilung,Leitung,5400,,"NI, NW",NV,,,,2040,,TTG,M435,,Each 4000A
P212,29484,,,,AC,,,,,5400,,,,,2040,40,,57,,,,,,,,,,,Würgassen – Sanders- hausen / Ost – Bergshausen,Würgassen,,Sandershausen Ost,,,,Bestand,,,57,380,Umbeseilung,Leitung,5400,,"NW, HE",NV,,,,2040,,TTG,M472,,Each 4000A
P212,29485,,,,AC,,,,,5400,,,,,2040,40,,,,,,,,,,,,,,Sandershausen Ost,,Bergshausen,,,,Bestand,,,*,380,Umbeseilung,Leitung,5400,,"NW, HE",NV,,,,2040,,TTG,M472,,Each 4000A
P212,29486,,,,AC,,,,,5400,,,,,2040,40,,30,,,,,,,,,,,Bergshausen – Borken,Bergshausen,, Borken,,,,Bestand,,,30,380,Umbeseilung,Leitung,5400,,HE,NV,,,,2040,,TTG,M473,,Each 4000A
P215,29487,,,,AC,,,,,,,,,,2040,40,,68,,,,,,,,,BBPIG,52,Güstrow – Bentwisch– Suchraum Gemeinden Sanitz/ Dettmannsdorf,Güstrow,,Bentwisch,,,,Bestand,,,68,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,MV,NV,,,,2040,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M454,x,
P215,29488,,,,AC,,,,,,,,,,2030,40,,,,,,,,,,,BBPIG,52,,Bentwisch,,Sanitz Dettmannsdorf,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,MV,NV,,,,"2029,
2030",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M454,x,
P216,29489,,,,AC,,,,,,,,,,2030,40,,90,,,,,,,,,BBPIG,53,Güstrow – Siedenbrünzow – Iven/Krusenfelde/Krien/ Spantekow/Wer- der/Bartow,Güstrow,,Siedenbrünzow,,,,Bestand,,,90,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,MV,NV,,,,"2029,
2030",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M455,x,
P216,29490,,,,AC,,,,,,,,,,2033,40,,,,,,,,,,,BBPIG,53,,Siedenbrünzow,,Iven/Krusenfelde/Krien/ Spantekow/Werder/Bartow,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,MV,NV,,,,"2032,
2033",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M455,x,
P216,29491,,,,AC,,,,,,,,,,2033,40,,62,,,,,,,,,BBPIG,53,Iven/Krusenfelde/Krien/ Spantekow/ Werder/Bartow – Pasewalk / Nord– Pasewalk,Iven/Krusenfelde/Krien/ Spantekow/ Werder/Bartow,,Pasewalk Nord,,,,Bestand,,,62,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,MV,NV,,,,"2032,
2033",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M523,x,
P216,29492,,,,AC,,,,,,,,,,2030,40,,,,,,,,,,,BBPIG,53,,Pasewalk Nord,,Pasewalk,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,MV,NV,,,,"2029,
2030",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M523,x,
P221,29493,,43774,,DC,,,,,700,,,,,2030,40,,35,2,,1,,,,,,TYNDP,267,50Hz T-Regalzone - Südschweden,Umspannwerk Güstrow,,Südschweden,,,16.277634034498558 61.35776074926747,Ausbau,,35,,,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,1400,,MV,,,,,"2029,
2030",,50HzT,M461a,,"HDVC, 700 MW( Ausbau von 700W auf 1,4GW)"
P222,29494,,,,AC,,,,,5400,,,,,2035,40,,47,6,,2,,,,,,BBPIG,47,Oberbachern – Ottenhofen,Oberbachern,, Ottenhofen,,,,Bestand,,,47,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,BY,NV,,,,2035,2: Im ROV/BFP,TTG,M461,x,each 4000A
P223,29495,,,,AC,,,,,5400,,,,,2029,40,,147,,,,,,,,,,,Güstrow – Wessin – Görries– Klein Rogahn– Krümmel,Güstrow,,Wessin,,,,Bestand,,,147,380,Umbeseilung,Leitung,5400,,"MV, SH",NV,,,,"2027,
2029",,50HzT,M462a,x,Each 4000A
P223,29496,,,,AC,,,,,5400,,,,,2030,40,,,,,,,,,,,,,,Wessin,,Görries,,,,Bestand,,,*,380,Umbeseilung,Leitung,5400,,"MV, SH",NV,,,,2030,,50HzT,M462a,x,Each 4000A
P223,29497,,,,AC,,,,,5400,,,,,2030,40,,,,,,,,,,,,,,Görries,,Klein Rogahn,,,,Bestand,,,*,380,Umbeseilung,Leitung,5400,,"MV, SH",NV,,,,2030,,50HzT,M462a,x,Each 4000A
P223,29498,,,,AC,,,,,5400,,,,,2030,40,,,,,,,,,,,,,,Klein Rogahn,,Krümmel,,,,Bestand,,,*,380,Umbeseilung,Leitung,5400,,"MV, SH",NV,,,,2030,,50HzT,M462a,x,Each 4000A
P225,29499,,,,AC,,,,,5400,,,,,2030,40,,8,9,,3,,,,,,BBPIG,77,Altheim – Isar,Altheim,,Isar,,,,Ausbau,,8,,380,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,5400,9,BY,,,,,2030,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M464a,x,4000A
P227,29500,,,,AC,,,,,,,,,,2030,40,,80,6,,2,,,,,,,,Lübeck / West – Krümmel,Lübeck West,,Krümmel,,,,Ausbau,,80,,380,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,,6,SH,,,,,"2029,
2030",-,TTG,M468,,
P228,29501,,,,AC,,,,,,,,,,2040,40,,98,6,,2,,,,,,BBPIG,59,Landesbergen – Lehrte / Lahe – Mehrum / Nord,Landesbergen,,Lehrte Lahe,,,,Bestand,,,98,380,Errichtung einer Leitung: Ersatzneubau,Leitung,,6,NI,NV,,,,2040,1: Vorbereitung Planungs- und Genehmigungsverfahren,TTG,M469a,x,
P228,29502,,,,AC,,,,,,,,,,2032,40,,,6,,2,,,,,,BBPIG,59,,Lehrte Lahe,,Mehrum Nord,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,NI,NV,,,,"2031,
2032",1: Vorbereitung Planungs- und Genehmigungsverfahren,TTG,M469a,x,
P252,29503,,,,AC,,,,,,,,,,2032,40,,4,,,,,,,,,,,(Marzahn – Punkt Biesdorf/Süd) – Wuhlheide,(Marzahn – Punkt Biesdorf/Süd) ,,Wuhlheide,,,,Bestand,,,4,380,Errichtung einer Leitung: Ersatzneubau,Leitung,,,BE,NV,,,,"2031,
2032",-,50HzT,M534a,x,
P302,29504,,,,AC,,,,,,,,,,2035,40,,46,,,,,,,,,BBPIG,68,Höpfingen – Hüffenhardt,Höpfingen,,Hüffenhardt,,,,Bestand,,,46,380,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,Leitung,,,BW,NV,,,,"2030-
2035",1: Vorbereitung Planungs- und Genehmigungsverfahren,TNG,M511,x,
P306,29505,,,,AC,,,,,,,,,,2030,40,,39,,,,,,,,,,,Großgartach – Pulverdingen,Großgartach,,Pulverdingen,,,,Bestand,,,39,380,"Errichtung einer Leitung: Ersatzneubau, Parallelneubau, Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung",Leitung,,,BW,NV,,,,2030,,TNG,M518,x,TransnetBW
P313,29506,,43762,,AC,,,,,,,,,,2035,40,,15,,,,,,,,,TYNDP,225,Deutschland - Belgien,Punkt Dahlem (Deutschland),,Punkt Gramme (Belgien),,,4.798653786209867 50.74318840599844,Bestand,,,15,,"Errichtung einer
Leitung: Neubau in
neuer Trasse",Leitung,,,NW,,,,,2035,,AMP,M488,,HVDC
P315,29507,,,,AC,,,,,,,,,,2035,40,,94,6,,2,,,,,,BBPIG,63,Hanekenfähr – Gronau,Hanekenfähr,,Gronau,,,,Bestand,,,94,380,"Errichtung einer Leitung: Ersatzneubau,
Errichtung einer Leitung: Paral- lelneubau",Leitung,,6,"NI, NW",NV,,,,2035,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,AMP,M491,x,
P328,29508,,43769,,DC,,,,,1400,,,,,2034,40,,200,,,,,,,,,BBPIG,70,Fedderwarden – Großbritannien,Fedderwarden,,Punkt Großbritannien,,,-1.9756813895020315 53.282087722259334,Ausbau,,200,,380,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,,,NI,,x,,,"2033,
2034",3: Vor oder im PFV/ Genehmigung nach BImSchG,(TTG),M534,x,
P330,29509,,,,AC,,,,,,,,,,2025,40,,42.3,,,,,,,,,,,Punkt Rittershausen – Höpfingen,Punkt Rittershausen,,Höpfingen,,,,Bestand,,,42.3,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,Leitung,,,"BY, BW",NV,,,,2025,,TNG,M550,x,
P355,29510,,,,AC,,,,,,,,,,2035,40,,125,6,,2,,,,,,,,Netzverstärkung Neuenhagen – Heinersdorf – Eisenhüttenstadt – Preilack,Neuenhagen,,Heinersdorf,,,,Bestand,,,125,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,BB,NV,,,,2035,,50HzT,M599,,
P355,29511,,,,AC,,,,,,,,,,2035,40,,,6,,2,,,,,,,,,Heinersdorf,,Eisenhüttenstadt,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,BB,NV,,,,2035,,50HzT,M599,,
P355,29512,,,,AC,,,,,,,,,,2035,40,,,6,,2,,,,,,,,,Eisenhüttenstadt,,Preilack,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,BB,NV,,,,2035,,50HzT,M599,,
P359,29513,,,,AC,,,,,,,,,,2035,40,,37,,,,,,,,,BBPIG,60,Stendal / West – Wolmirstedt,Stendal West,,Wolmirstedt,,,,Bestand,,,37,380,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,Leitung,,,ST,NV,,,,2035,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M571,x,
P367,29514,,43771,,AC,,,,,,,,,,2030,40,,26,3,,1,,,,,,TYNDP,1047,Emden / Ost – Eemshaven (Grenze DE / NL),Emden Ost,,Punkt Eemshaven (Grenze DE / NL),,,5.55144817647059 52.374286058823536,Ausbau,,26,,380,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,,3,NI,,x,,,"2029,
2030",,,,,
P402,29515,,,,AC,,,,,,,,,,2035,40,,126,,,,,,,,,,,Westerkappeln – Gersteinwerk,Westerkappeln,,Gersteinwerk,,,,Ausbau,,126,,380,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,,,NW,,,,,2035,,AMP,M602,x,
P403,29516,,,,AC,,,,,,,,,,2033,40,,25,,,,,,,,,BBPIG,64,Hattingen – Linde,Hattingen,,Linderhausen,,,,Bestand,,,25,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,NW,NV,,,,2033,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,AMP,M603,x,
P403,29517,,,,AC,,,,,,,,,,2033,40,,,,,,,,,,,BBPIG,64,,Linderhausen,,Linde,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,NW,NV,,,,"2032,
2033",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,AMP,M603,x,
P406,29518,,,,AC,,,,,,,,,,2033,40,,10,,,,,,,,,BBPIG,71,Aach – Bofferdange,Aach,,Punkt Bofferdange,,,,Bestand,,,10,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,RP,NV,x,,,"2032,
2033",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,AMP,M606,x,
P408,29519,,,,AC,,,,,,,,,,2027,40,,13,,,,,,,,,,,Eiberg – Bochum,Eiberg,,Bochum,,,,Bestand,,,13,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,NW,NV,,,,"2026,
2027",,AMP,M621,x,
P408,29520,,,,AC,,,,,,,,,,2035,40,,11,,,,,,,,,,,Bochum – Hattingen,Bochum,,Hattingen,,,,Bestand,,,11,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,NW,NV,,,,2035,,AMP,M622,x,
P408,29521,,,,AC,,,,,,,,,,2035,40,,33,,,,,,,,,,,Emscherbruch – Bochum / Eiberg,Emscherbruch,,Bochum Eiberg,,,,Bestand,,,33,380,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,Leitung,,,NW,NV,,,,2035,,AMP,M744,x,
P450,29522,,,,AC,,,,,,,,,,2035,40,,98,,,,,,,,,BBPIG,60,Putlitz / Süd – Putlitz – Perleberg – Stendal / West,Putlitz Süd,,Putlitz,,,,Bestand,,,98,380,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,Leitung,,,"BB, ST",NV,,,,2035,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M678,x,"HTLS, strengthened existing 380"
P450,29523,,,,AC,,,,,,,,,,2030,40,,,,,,,,,,,BBPIG,60,,Putlitz,,Perleberg,,,,Bestand,,,*,380,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,Leitung,,,"BB, ST",NV,,,,"2029,
2030",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M678,x,"HTLS, strengthened existing 380"
P450,29524,,,,AC,,,,,,,,,,2030,40,,,,,,,,,,,BBPIG,60,,Perleberg,,Stendal West,,,,Bestand,,,*,380,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,Leitung,,,"BB, ST",NV,,,,"2029,
2030",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M678,x,"HTLS, strengthened existing 380"
P450,29525,,,,AC,,,,,,,,,,2030,40,,152,,,,,,,,,BBPIG,60,Güstrow – Siedenbrünzow – Putlitz / Süd,Güstrow,,Siedenbrünzow,,,,Bestand,,,152,380,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,Leitung,,,"MV, BB",NV,,,,"2029,
2030",,50HzT,M786,x,"HTLS, strengthened existing 380"
